obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,position-dependent_success,difficulty
"[-0.021933067251306854, 0.031270971520725395, 0.051521848157596285]","[-0.0008426244330031439, 0.04085540088647519, -0.005993701481205281]","[-1.51815465, 0.14912127, -1.51130673]",Vase1M,normal,TRUE,TRUE,easy
"[0.06459893274869312, 0.00485097152072541, 0.051521848157596285]","[-0.12129623090697206, 0.03240741339335368, 0.007082398353786663]","[-1.50193579, 0.35395232, -1.49770819]",Vase1M,normal,FALSE,FALSE,hard
"[-0.010187067251306853, 0.03362097152072539, 0.051521848157596285]","[-0.021531660613881037, 0.03555026366380518, -0.008643364789547053]","[-1.55244572, 0.20811875, -1.44927117]",Vase1M,normal,TRUE,TRUE,easy
"[-0.0042540672513068515, 0.034822971520725395, 0.051521848157596285]","[-0.03172381766264214, 0.032271865958282756, 0.0062757736150547]","[-1.45884164, 0.25205925, -1.45064542]",Vase1M,normal,TRUE,TRUE,easy
"[-0.020544067251306856, 0.015189971520725402, 0.051521848157596285]","[0.0042650400627109765, 0.05632123813344536, 0.009801146062964658]","[-1.42419595, 0.10766164, -1.41453741]",Vase1M,normal,TRUE,TRUE,easy
"[-0.027267067251306856, 0.035268971520725396, 0.051521848157596285]","[0.003105863696138876, 0.03659470329910523, 0.01958349394426355]","[-1.33852575, 0.19291807, -1.37040421]",Vase1M,normal,TRUE,TRUE,easy
"[0.06716693274869312, 0.00570597152072541, 0.051521848157596285]","[-0.04778531090444346, 0.07095913078376825, 0.00726397719649443]","[-1.48031022, -0.1059797, -1.45984416]",Vase1M,normal,TRUE,TRUE,easy
"[0.03988593274869314, 0.012425971520725403, 0.051521848157596285]","[-0.05108010169091164, 0.054223113876293645, -0.016915609081165975]","[-1.62913642, 0.05114207, -1.43603021]",Vase1M,normal,TRUE,TRUE,easy
"[0.019335932748693146, 0.0249719715207254, 0.051521848157596285]","[-0.043281930873379004, 0.04003111936851087, -0.014748175782016336]","[-1.60975744, 0.14317978, -1.44878919]",Vase1M,normal,TRUE,FALSE,med
"[0.023149932748693144, 0.037848971520725395, 0.051521848157596285]","[-0.028426725459491004, 0.03187092074488491, -2.2565342473794547e-05]","[-1.49571265, 0.03581993, -1.45963573]",Vase1M,normal,TRUE,TRUE,easy
"[0.03352893274869315, 0.031720971520725394, 0.051521848157596285]","[-0.04314170376125788, 0.035772689692468496, -0.013877285504877206]","[-1.57882899, 0.0626544, -1.5430511]",Vase1M,normal,TRUE,FALSE,med
"[0.017062932748693145, 0.044279971520725395, 0.051521848157596285]","[-0.02689002939106891, 0.024825261283586534, 0.001657752129365593]","[-1.48961482, 0.07171414, -1.4041141]",Vase1M,normal,TRUE,TRUE,easy
"[0.017342932748693144, 0.014734971520725403, 0.051521848157596285]","[-0.026657011230758542, 0.05324754911180022, 0.02110809120634855]","[-1.37949603, 0.07085082, -1.45192326]",Vase1M,normal,TRUE,TRUE,easy
"[-0.015894067251306855, 0.0174049715207254, 0.051521848157596285]","[0.020659095036455036, 0.05231053006478208, 0.010529073125881645]","[-1.39628485, -0.01323256, -1.36306068]",Vase1M,normal,TRUE,TRUE,easy
"[-0.0026877291785619333, 0.047349942238582625, 0.05159492960769278]","[-0.0037384392734402597, 0.02309016647646084, -0.00817761211161]","[-1.5310446, 0.04172581, -1.46646182]",Vase1M,normal,TRUE,TRUE,easy
"[-0.022350067251306855, 0.0156809715207254, 0.051521848157596285]","[0.0055704399888909135, 0.056138253640891554, 0.007740968967535691]","[-1.43777563, 0.10398678, -1.51532994]",Vase1M,normal,TRUE,TRUE,easy
"[-0.028128067251306857, 0.00595397152072541, 0.051521848157596285]","[0.029302920866239635, 0.06425299949893198, -0.007283013771469171]","[-1.48724946, -0.01180078, -1.30419231]",Vase1M,normal,TRUE,TRUE,easy
"[0.027039932748693145, 0.011341971520725403, 0.051521848157596285]","[-0.03665669057010838, 0.056881699506565166, 0.013269402336891]","[-1.44415184, 0.06670894, -1.41799962]",Vase1M,normal,TRUE,TRUE,easy
"[-0.008333067251306853, 0.03131697152072539, 0.051521848157596285]","[-0.025582313464007155, 0.03731936865460563, 0.0033518536934174087]","[-1.44802677, 0.22661844, -1.61323677]",Vase1M,normal,TRUE,TRUE,easy
"[-0.027654067251306855, 0.0297069715207254, 0.051521848157596285]","[-0.002433947102127444, 0.04281385908189752, -0.01368741456867114]","[-1.56893662, 0.20083899, -1.604153]",Vase1M,normal,TRUE,TRUE,easy
"[-0.053548067251306855, 0.009724971520725403, 0.051521848157596285]","[0.03160144768060992, 0.06568689467797661, -0.01374945349562249]","[-1.52318835, 0.11285922, -1.32830657]",Vase1M,normal,TRUE,TRUE,easy
"[-0.03147406725130686, 0.00427497152072541, 0.051521848157596285]","[0.007846371260409529, 0.0688757965909978, -0.0020951119116311145]","[-1.49894363, 0.13184539, -1.4615185]",Vase1M,normal,TRUE,TRUE,easy
"[-0.0006433704684395167, 0.04815992935186314, 0.0515344412673674]","[0.005332585481198662, 0.022102709315960353, 0.009742155639387379]","[-1.38881197, -0.02795615, -1.47121843]",Vase1M,normal,TRUE,TRUE,easy
"[0.050184932748693144, 0.022710971520725397, 0.051521848157596285]","[-0.05181257547729047, 0.04727483345223701, -0.00557250737881064]","[-1.55397752, 0.00445925, -1.46071427]",Vase1M,normal,TRUE,TRUE,easy
"[0.058512932748693146, 0.012707971520725404, 0.051521848157596285]","[-0.04909991973951165, 0.06071184315162272, -0.007046536700648795]","[-1.53648609, -0.05661303, -1.54866678]",Vase1M,normal,TRUE,TRUE,easy
"[0.018325932748693145, 0.030707971520725397, 0.051521848157596285]","[-0.027053985974693887, 0.03820060923441859, 0.011009720366802908]","[-1.43400098, 0.06792672, -1.41260306]",Vase1M,normal,TRUE,TRUE,easy
"[0.004052932748693149, 0.042331971520725396, 0.051521848157596285]","[-0.02174460729132945, 0.026442707712253738, 0.008489699269759919]","[-1.42118599, 0.13291453, -1.49401233]",Vase1M,normal,TRUE,TRUE,easy
"[-0.009777067251306854, 0.0063849715207254095, 0.051521848157596285]","[-0.009143939793366066, 0.06420184644007092, 0.0006908823213597065]","[-1.48631889, 0.10845836, -1.58497462]",Vase1M,normal,TRUE,TRUE,easy
"[-0.04734806725130686, 0.028368971520725397, 0.051521848157596285]","[0.02140520311879425, 0.04594340394717606, 0.02549281101582758]","[-1.29300812, 0.1939004, -1.43050073]",Vase1M,normal,TRUE,TRUE,easy
"[-0.04752906725130686, 0.020323971520725397, 0.051521848157596285]","[0.03787734033260588, 0.05240642277472109, 0.011726480038812707]","[-1.38695933, 0.0686359, -1.46817482]",Vase1M,normal,TRUE,TRUE,easy
"[0.03363593274869314, 0.014662971520725404, 0.051521848157596285]","[-0.04566965917020882, 0.05252202717782158, -0.012695864290400309]","[-1.58933575, 0.06490888, -1.47647108]",Vase1M,normal,TRUE,TRUE,easy
"[-0.024677067251306854, 0.013579971520725403, 0.051521848157596285]","[0.007930842652000579, 0.0577165368513736, -0.01747717446099152]","[-1.59083386, 0.09687072, -1.53824344]",Vase1M,normal,TRUE,TRUE,easy
"[-0.07617106725130689, 0.0006579715207254054, 0.051521848157596285]","[0.047754410440426984, 0.07934282981299878, -0.005196811110468207]","[-1.50815225, 0.15250048, -1.51704253]",Vase1M,normal,FALSE,FALSE,hard
"[-0.0021160672513068535, 0.009272971520725403, 0.051521848157596285]","[0.004710844461443344, 0.06107917385269701, -0.007383990172979686]","[-1.5181112, -0.03017641, -1.15722904]",Vase1M,normal,TRUE,TRUE,easy
"[0.030307932748693145, 0.010096971520725403, 0.051521848157596285]","[-0.058127715534971786, 0.052898574815634924, -0.007964670878931913]","[-1.55174223, 0.16411976, -1.52463511]",Vase1M,normal,TRUE,FALSE,med
"[0.017192932748693143, 0.0234349715207254, 0.051521848157596285]","[-0.025430380619980063, 0.0457006226540479, -0.010555568409265623]","[-1.56558342, 0.04510881, -1.46996433]",Vase1M,normal,TRUE,TRUE,easy
"[-0.03180106725130685, 0.0048619715207254095, 0.051521848157596285]","[-0.012568562181610649, 0.06795002651617237, -0.007284181770843397]","[-1.54196796, 0.24404913, -1.44321554]",Vase1M,normal,TRUE,TRUE,easy
"[-0.022074067251306857, 0.011021971520725404, 0.051521848157596285]","[0.000542206397734276, 0.060928549875160574, 0.0040716706786703]","[-1.46465575, 0.12821653, -1.49199587]",Vase1M,normal,TRUE,TRUE,easy
"[0.0004919327486931465, 0.023936971520725398, 0.051521848157596285]","[-0.02216748480068594, 0.04335886879359949, 0.023198576130267583]","[-1.37325508, 0.17238175, -1.32180543]",Vase1M,normal,TRUE,TRUE,easy
"[-0.025307067251306856, 0.014037971520725404, 0.051521848157596285]","[0.005923297495319134, 0.05801953566851164, -0.010525959761381237]","[-1.54587275, 0.10855693, -1.45033848]",Vase1M,normal,TRUE,TRUE,easy
"[-0.021707067251306857, 0.0364629715207254, 0.051521848157596285]","[0.006886762184332703, 0.03497456117492506, -0.014199560930818172]","[-1.57129661, 0.09924301, -1.53580745]",Vase1M,normal,TRUE,TRUE,easy
"[-0.027153067251306857, 0.042301971520725394, 0.051521848157596285]","[0.006152549339215725, 0.030509250332311208, 0.010485032879029861]","[-1.38993371, 0.15935375, -1.45674735]",Vase1M,normal,TRUE,TRUE,easy
"[-0.020173067251306857, 0.010696971520725403, 0.051521848157596285]","[0.011737699622508195, 0.060058870222936274, -0.014327535001210347]","[-1.56159984, 0.0373677, -1.41412408]",Vase1M,normal,TRUE,TRUE,easy
"[-0.05722006725130686, 0.0025229715207254065, 0.051521848157596285]","[0.028532985455002026, 0.07451863572210296, -0.01017726116971781]","[-1.53542733, 0.15364533, -1.48154741]",Vase1M,normal,TRUE,TRUE,easy
"[-0.030735067251306855, 0.0180059715207254, 0.051521848157596285]","[0.026674627179557424, 0.05148289871780255, -0.024311528273120428]","[-1.63774584, 0.02734338, -1.58486483]",Vase1M,normal,TRUE,TRUE,easy
"[0.06156293274869314, 0.009027971520725403, 0.051521848157596285]","[-0.057867633694847535, 0.06084825964130347, -0.026004643000731777]","[-1.67614033, -0.03920268, -1.46848587]",Vase1M,normal,FALSE,FALSE,hard
"[-0.040817067251306856, 0.0245759715207254, 0.051521848157596285]","[0.010063827526472557, 0.050932815022850624, 0.0038227124693382616]","[-1.45533687, 0.19420613, -1.54112635]",Vase1M,normal,TRUE,TRUE,easy
"[-0.007710067251306851, 0.0252249715207254, 0.051521848157596285]","[-0.023992079283966627, 0.04252422247146238, 0.01918591586160135]","[-1.39559091, 0.22931696, -1.344484]",Vase1M,normal,TRUE,TRUE,easy
"[0.006623932748693148, 0.012982971520725403, 0.051521848157596285]","[0.009768562328368376, 0.056604547551449405, -0.016693331329619462]","[-1.59200517, -0.09015858, -1.65036924]",Vase1M,normal,TRUE,TRUE,easy
"[-0.030916067251306856, 0.011030971520725403, 0.051521848157596285]","[-0.012597731577184107, 0.06171551351272995, -0.007349726270190364]","[-1.53968938, 0.24902547, -1.46693597]",Vase1M,normal,TRUE,TRUE,easy
"[-0.03771006725130686, 0.015832971520725398, 0.051521848157596285]","[0.0075627479889494795, 0.05846024493764423, 0.011376125385139206]","[-1.40977626, 0.19464255, -1.37664888]",Vase1M,normal,TRUE,TRUE,easy
"[0.011295932748693146, 0.0393079715207254, 0.051521848157596285]","[-0.018376048444510136, 0.030505166067387075, 0.0059217585882756635]","[-1.46602121, 0.05667021, -1.30630626]",Vase1M,normal,TRUE,TRUE,easy
"[0.047583932748693145, 0.0158759715207254, 0.051521848157596285]","[-0.0562576980145258, 0.0515594636915377, -0.01127570771472191]","[-1.55833913, 0.052524, -1.56088732]",Vase1M,normal,TRUE,TRUE,easy
"[0.0016735735121919336, 0.05011223800472265, 0.05181288103447275]","[-0.006454289624237672, 0.02024706215848949, 0.00723092737862531]","[-1.41565962, 0.0412859, -1.48421035]",Vase1M,normal,TRUE,TRUE,easy
"[-0.03753206725130685, 0.012015971520725404, 0.051521848157596285]","[0.021574790804451693, 0.06123952020729268, -0.005607861960099596]","[-1.51503555, 0.09234827, -1.51951156]",Vase1M,normal,TRUE,TRUE,easy
"[-0.024620067251306856, 0.009404971520725404, 0.051521848157596285]","[0.007071792919522379, 0.06266881896068525, -0.006073158608967018]","[-1.51678012, 0.09615212, -1.38317047]",Vase1M,normal,TRUE,TRUE,easy
"[-0.028217067251306856, 0.030068971520725397, 0.051521848157596285]","[0.014022110939488124, 0.04125207498245216, -0.019857227953115376]","[-1.6036905, 0.08515417, -1.49909165]",Vase1M,normal,TRUE,TRUE,easy
"[-0.016896067251306855, 0.031749971520725395, 0.051521848157596285]","[-0.004354448566891794, 0.03978445218238939, -0.0013445420510442285]","[-1.48935155, 0.14102476, -1.47109201]",Vase1M,normal,TRUE,TRUE,easy
"[0.0036829955330626067, 0.0004100739930774645, 0.051670810815001945]","[-0.057608986691223954, 0.05864333585288509, -0.02636714887444816]","[-1.60192925, 0.32304506, -1.69027006]",Vase1M,normal,TRUE,FALSE,med
"[-0.043036067251306855, 0.0033619715207254064, 0.051521848157596285]","[0.004227517399812725, 0.07036269752328903, -0.026403119641846565]","[-1.63601459, 0.1937026, -1.40701698]",Vase1M,normal,TRUE,TRUE,easy
"[-0.049087067251306855, 0.025358971520725398, 0.051521848157596285]","[0.0348518374310476, 0.04883401895059991, 0.008549550321697498]","[-1.40890213, 0.09558978, -1.49307962]",Vase1M,normal,TRUE,TRUE,easy
"[0.009373932748693145, 0.042754971520725396, 0.051521848157596285]","[-0.02636993579048989, 0.025720992577159603, -0.0010536680173349189]","[-1.51622038, 0.11858408, -1.36691828]",Vase1M,normal,TRUE,TRUE,easy
"[-0.07305006725130689, 1.797152072540547e-05, 0.051521848157596285]","[0.04895881942601536, 0.07847640899647455, 0.0014571381884133094]","[-1.46388783, 0.13192028, -1.48995312]",Vase1M,normal,FALSE,FALSE,hard
"[-0.021634067251306857, 0.0214919715207254, 0.051521848157596285]","[-0.0005664558052148119, 0.050532895991036456, -0.003781466558520963]","[-1.50749114, 0.13463456, -1.39939785]",Vase1M,normal,TRUE,TRUE,easy
"[0.027521932748693145, 0.0222659715207254, 0.051521848157596285]","[-0.017057333442210113, 0.04950831511353228, 0.0098096078702644]","[-1.44291306, -0.05599873, -1.37758008]",Vase1M,normal,TRUE,TRUE,easy
"[0.010380932748693146, 0.00613697152072541, 0.051521848157596285]","[-0.030591246397336513, 0.05633353245629122, 0.043886799379176764]","[-1.2887391, 0.17761409, -1.3234625]",Vase1M,normal,TRUE,FALSE,med
"[-0.005144067251306852, 0.027761971520725397, 0.051521848157596285]","[-0.03293787304869679, 0.03817068925450344, 0.018868630225231206]","[-1.37440565, 0.26181097, -1.48843509]",Vase1M,normal,TRUE,TRUE,easy
"[-0.058836067251306856, 0.014865971520725404, 0.051521848157596285]","[0.02740737836381734, 0.06369718481099725, -0.001287194589719376]","[-1.4706179, 0.18528494, -1.4250577]",Vase1M,normal,TRUE,TRUE,easy
"[-0.0001360672513068522, 0.005148971520725409, 0.051521848157596285]","[-0.016345452497734496, 0.06460917534899212, 0.0031568718230247025]","[-1.47960954, 0.09507415, -1.50658497]",Vase1M,normal,TRUE,TRUE,easy
"[-0.051133067251306855, 0.003747971520725406, 0.051521848157596285]","[0.042619809562859545, 0.06903070255922855, 0.0018789843323243488]","[-1.45950245, 0.04983393, -1.47887962]",Vase1M,normal,TRUE,TRUE,easy
"[0.015770932748693144, 0.00508597152072541, 0.051521848157596285]","[-0.055689769234960274, 0.05696476861499533, 0.007593314234972157]","[-1.48979128, 0.23506742, -1.44098918]",Vase1M,normal,TRUE,FALSE,med
"[-0.04820906725130686, 0.014828971520725404, 0.051521848157596285]","[0.03933296691901298, 0.05788665314685761, 0.008073123385513775]","[-1.40821856, 0.06141389, -1.44248322]",Vase1M,normal,TRUE,TRUE,easy
"[-0.017531067251306855, 0.03333497152072539, 0.051521848157596285]","[-0.009819618736196582, 0.03675804741262167, -0.019396458539318706]","[-1.6152088, 0.17118799, -1.45831493]",Vase1M,normal,TRUE,TRUE,easy
"[-0.03530406725130686, 0.00583097152072541, 0.051521848157596285]","[0.04522208684915878, 0.062339935967415785, -0.00526688486812988]","[-1.51232298, -0.05804941, -1.53568129]",Vase1M,normal,TRUE,TRUE,easy
"[0.003113932748693147, 0.0357139715207254, 0.051521848157596285]","[-0.018854036269610866, 0.033521986188797655, 0.008168383365943131]","[-1.43621903, 0.11537705, -1.43832004]",Vase1M,normal,TRUE,TRUE,easy
"[-0.0038900672513068535, 0.0425759715207254, 0.051521848157596285]","[-0.012360209860882387, 0.027596642023172187, 0.0027365382136798275]","[-1.45486075, 0.11862758, -1.52050105]",Vase1M,normal,TRUE,TRUE,easy
"[0.009415932748693146, 0.0245699715207254, 0.051521848157596285]","[-0.02107116851581222, 0.04419216840083834, 0.01485051185591238]","[-1.39371427, 0.08010773, -1.51805797]",Vase1M,normal,TRUE,TRUE,easy
"[0.007438932748693149, 0.03534897152072539, 0.051521848157596285]","[-0.02972676504879472, 0.032435522740353155, -0.0005496913028219738]","[-1.50368443, 0.15266083, -1.44937003]",Vase1M,normal,TRUE,TRUE,easy
"[0.011398932748693146, 0.0033899715207254062, 0.051521848157596285]","[-0.031410563324562074, 0.06435034586172025, -0.011356686812288512]","[-1.57717486, 0.10502403, -1.45183106]",Vase1M,normal,TRUE,TRUE,easy
"[0.017549932748693143, 0.03299597152072539, 0.051521848157596285]","[-0.034679625105052306, 0.032985785717414576, -0.02152153137038492]","[-1.63652521, 0.10944972, -1.51255642]",Vase1M,normal,TRUE,FALSE,med
"[-0.038886067251306854, 0.0230459715207254, 0.051521848157596285]","[0.025411038365965526, 0.04869060765333431, -0.022602357232949226]","[-1.61152451, 0.07343207, -1.48190711]",Vase1M,normal,TRUE,TRUE,easy
"[0.026650932748693144, 0.018378971520725398, 0.051521848157596285]","[-0.030267148848066392, 0.051481317030397725, 0.0056494346948915974]","[-1.45818603, 0.02364897, -1.52872722]",Vase1M,normal,TRUE,TRUE,easy
"[-0.009573067251306853, 0.027658971520725398, 0.051521848157596285]","[0.002055872139431262, 0.043105651358274835, -0.006816787013448275]","[-1.52066514, 0.04000347, -1.35743133]",Vase1M,normal,TRUE,TRUE,easy
"[-0.011573067251306853, 0.0038339715207254066, 0.051521848157596285]","[-0.011396922823881744, 0.06642555865526674, -0.010253827463351406]","[-1.55986235, 0.11991962, -1.40948828]",Vase1M,normal,TRUE,TRUE,easy
"[-0.015039067251306854, 0.004283971520725409, 0.051521848157596285]","[0.012866737260347825, 0.06634976966294588, -0.005486813189683137]","[-1.51226148, 0.00859826, -1.42614069]",Vase1M,normal,TRUE,TRUE,easy
"[-0.011783067251306853, 0.012064971520725403, 0.051521848157596285]","[-0.005546438795333217, 0.05681691003133739, -0.025980244552942573]","[-1.64538542, 0.09073742, -1.48677229]",Vase1M,normal,TRUE,TRUE,easy
"[-0.009700067251306854, 0.022405971520725397, 0.051521848157596285]","[0.0006912627896273633, 0.04768727897394932, -0.016025492850912648]","[-1.58422819, 0.05378887, -1.53751653]",Vase1M,normal,TRUE,TRUE,easy
"[-0.013136067251306853, 0.002085971520725406, 0.051521848157596285]","[0.003715506071799759, 0.06804071532839934, 0.01750027402922831]","[-1.39306584, 0.0634842, -1.46488098]",Vase1M,normal,TRUE,TRUE,easy
"[-0.001463067251306853, 0.0165279715207254, 0.051521848157596285]","[0.006465636896063644, 0.05258426158674151, -0.02103333504924268]","[-1.61545284, -0.02808651, -1.59138401]",Vase1M,normal,TRUE,TRUE,easy
"[0.02332363529503154, 0.04328867375222646, 0.05162617260185146]","[-0.032413379953944145, 0.02423087115075116, -0.018845239161827773]","[-1.627784, 0.05456558, -1.48550021]",Vase1M,normal,TRUE,FALSE,med
"[0.0036629327486931464, 0.010333971520725403, 0.051521848157596285]","[-0.020910153929854746, 0.058970474268189785, 0.0020798276431161986]","[-1.48933732, 0.10221177, -1.47039221]",Vase1M,normal,TRUE,TRUE,easy
"[0.029796932748693144, 0.006396971520725409, 0.051521848157596285]","[-0.037714293606931126, 0.0625214746745355, -0.005696018857112087]","[-1.50971862, 0.04733533, -1.63523577]",Vase1M,normal,TRUE,TRUE,easy
"[-0.017169067251306857, 0.022555971520725398, 0.051521848157596285]","[0.0017236611086626323, 0.04872990066917098, 0.008823247619835564]","[-1.42629201, 0.10233381, -1.4847469]",Vase1M,normal,TRUE,TRUE,easy
"[-0.014067067251306855, 0.025805971520725397, 0.051521848157596285]","[0.01177755855520133, 0.04499285291542863, -0.0021882773809686826]","[-1.48027456, 0.01348237, -1.37727909]",Vase1M,normal,TRUE,TRUE,easy
"[-0.006240067251306851, 0.039313971520725396, 0.051521848157596285]","[-0.00845098007590447, 0.03116550414651611, 0.004998151853386562]","[-1.43875421, 0.10487344, -1.54344942]",Vase1M,normal,TRUE,TRUE,easy
"[-0.010411067251306853, 0.006264971520725409, 0.051521848157596285]","[-0.005719531636649039, 0.06375257171516556, 0.016192106743411205]","[-1.40483582, 0.10782642, -1.40348401]",Vase1M,normal,TRUE,TRUE,easy
"[-0.04242906725130686, 0.0251859715207254, 0.051521848157596285]","[0.02912378974871011, 0.04835637991369756, 0.005939197897022248]","[-1.43389386, 0.08690907, -1.52105266]",Vase1M,normal,TRUE,TRUE,easy
"[0.011373858936258648, 0.05087551181380413, 0.051551686585072205]","[-0.013449797658664584, 0.019575441079899343, -0.0048561211658609965]","[-1.51647658, 0.00922666, -1.42033321]",Vase1M,normal,TRUE,TRUE,easy
"[0.0043199327486931486, 0.00557597152072541, 0.051521848157596285]","[0.009630268449831409, 0.06435265976715586, 0.011975583082063652]","[-1.41739821, -0.0722921, -1.46370581]",Vase1M,normal,TRUE,TRUE,easy
"[-0.023925067251306855, 0.008737971520725403, 0.051521848157596285]","[0.03372889664792212, 0.06016881922223132, 0.0007929916781188664]","[-1.48927933, -0.0573713, -1.59094625]",Vase1M,normal,TRUE,TRUE,easy
"[0.009379932748693146, 0.005970971520725409, 0.051521848157596285]","[-0.04175138596054768, 0.05963378305281274, 0.006920289584664771]","[-1.48518001, 0.19074319, -1.43145216]",Vase1M,normal,TRUE,TRUE,easy
"[-0.056483067251306855, 0.007276971520725409, 0.051521848157596285]","[0.04295355847467501, 0.06685287168164929, 0.009707633287549623]","[-1.41951979, 0.08117862, -1.50975799]",Vase1M,normal,TRUE,TRUE,easy
"[-0.021202067251306855, 0.0179609715207254, 0.051521848157596285]","[-0.0029606659233665164, 0.053951027278119984, 0.0031737385740298538]","[-1.46784117, 0.14962749, -1.46661221]",Vase1M,normal,TRUE,TRUE,easy
"[-0.014656067251306854, 0.026357971520725398, 0.051521848157596285]","[0.01375103726597473, 0.04397712713090374, 0.010734505842615455]","[-1.40102542, 0.01472476, -1.45267713]",Vase1M,normal,TRUE,TRUE,easy
"[-0.014405067251306854, 0.026548971520725398, 0.051521848157596285]","[-0.018721756630749885, 0.04046352035426477, -0.030944338313871868]","[-1.68211414, 0.22006026, -1.57640592]",Vase1M,normal,TRUE,TRUE,easy
"[-0.04115906725130686, 0.0016969715207254066, 0.051521848157596285]","[0.03452648327822922, 0.06837720673270899, 0.0258483258860988]","[-1.32052524, 0.0613478, -1.4209194]",Vase1M,normal,TRUE,TRUE,easy
"[0.029664932748693144, 0.031176971520725398, 0.051521848157596285]","[-0.02375180701996799, 0.03956317736948879, 0.01695915026519041]","[-1.38039668, -0.02921741, -1.47215514]",Vase1M,normal,TRUE,TRUE,easy
"[-0.016941067251306854, 0.025437971520725397, 0.051521848157596285]","[-0.019776578242562036, 0.04338710224325179, -0.021220445900975902]","[-1.6332188, 0.22046962, -1.44741529]",Vase1M,normal,TRUE,TRUE,easy
"[0.030381932748693143, 0.0249719715207254, 0.051521848157596285]","[-0.03591773065926241, 0.04226274133034899, -0.025987088662133846]","[-1.66772023, 0.02168232, -1.48957727]",Vase1M,normal,TRUE,FALSE,med
"[0.019129932748693144, 0.0266469715207254, 0.051521848157596285]","[-0.03671506726878182, 0.040626173765370865, 0.006282386612479748]","[-1.48007394, 0.11882475, -1.40326927]",Vase1M,normal,TRUE,TRUE,easy
"[-0.023826067251306857, 0.0045939715207254095, 0.051521848157596285]","[0.02659168877585373, 0.06551147861983135, -0.004020244622570182]","[-1.49211085, -0.01745652, -1.42251618]",Vase1M,normal,TRUE,TRUE,easy
"[0.00885825344418082, 0.04400511628170599, 0.05156112762486105]","[-0.034859409265595026, 0.02210743241262471, -0.009850854137919578]","[-1.57851946, 0.17985605, -1.42263847]",Vase1M,normal,TRUE,FALSE,med
"[-0.020189067251306855, 0.011831971520725404, 0.051521848157596285]","[0.016746426943739373, 0.0590392818284904, 0.005095657089217921]","[-1.44033178, 0.02772804, -1.38396497]",Vase1M,normal,TRUE,TRUE,easy
"[-0.04844774259137923, 0.022545599512125588, 0.05153610393756035]","[0.031794551459969116, 0.051900742853036586, -0.010418040618125284]","[-1.51526318, 0.09609478, -1.40727386]",Vase1M,normal,TRUE,TRUE,easy
"[0.0010249327486931473, 0.015015971520725403, 0.051521848157596285]","[-0.00804402793316173, 0.05527894314387419, 0.005616743434122315]","[-1.45209377, 0.04183213, -1.58841312]",Vase1M,normal,TRUE,TRUE,easy
"[-0.006455067251306852, 0.03629797152072539, 0.051521848157596285]","[-0.011472499187241456, 0.033605047829684105, -0.011424359109851068]","[-1.56296462, 0.11421134, -1.4471254]",Vase1M,normal,TRUE,TRUE,easy
"[0.038758932748693145, 0.024386971520725397, 0.051521848157596285]","[-0.038645718316702604, 0.04566760650843732, 0.013578561727607623]","[-1.41698424, 0.00597862, -1.48272089]",Vase1M,normal,TRUE,TRUE,easy
