local_obj_coords,global_obj_coords,local_to_global_obj_coords,local_wrist_coords,global_wrist_coords,local_to_global_wrist_coords,global_to_local_transf,shape,orientation,hand_orient_variation,local_finger_coords,global_finger_coords,local_to_global_finger_coords,local_coord_region,total_episode_reward,success,coords_file,coords_file_idx
"[-0.009085879538212858, 0.0656284844806996, 0.018184606493206593]","[0.009284932751009223, 0.005109971541386712, 0.051521848178442256]","[0.009284932751009221, 0.00510997154138669, 0.05152184817844224]","[0.0, 0.0, 0.0]","[0.0014186988005496321, 0.07311925333795541, 0.045760680893884145]","[0.001418698800549632, 0.0731192533379554, 0.045760680893884145]","[[-0.99916153  0.0210074   0.03514164 -0.00172664]
 [-0.02699672 -0.98334228 -0.17974744  0.08016492]
 [ 0.03078024 -0.18054544  0.9830849  -0.03182895]
 [ 0.          0.          0.          1.        ]]",Vase1M,normal,[-1.39353525  0.02716695 -1.54907288],"[-0.04754841344130141, 0.012181077583879756, 0.007182106930279692, 0.05217457277889119, 0.012331078538632669, 0.02610234734652994, 0.05217444664563531, 0.012331078539149262, -0.026169784090779427, -0.07562107225890047, 0.0344343674494202, 0.013200039913453906, 0.08039686477701322, 0.03458436970372154, 0.0313741465663009, 0.0803968569313128, 0.03458436970375367, -0.031440950027200716]","[0.048819461925202805, 0.05884551965861731, 0.048960854935909265, -0.050241589184496255, 0.05737697487519845, 0.07103852482266457, -0.05185041171337965, 0.06681446694687783, 0.019650577223224466, 0.07645305010828393, 0.03528667504902032, 0.049890502776655944, -0.07887871614909894, 0.03513545051331997, 0.07321295660873045, -0.08081217182491607, 0.046476429303365055, 0.011460383307819347]","[0.0488194619252028, 0.05884551965861731, 0.048960854935909265, -0.05024158918449625, 0.057376974875198446, 0.07103852482266457, -0.051850411713379646, 0.06681446694687782, 0.019650577223224462, 0.07645305010828393, 0.03528667504902032, 0.049890502776655944, -0.07887871614909894, 0.035135450513319975, 0.07321295660873045, -0.08081217182491605, 0.04647642930336505, 0.011460383307819347]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
"[0.05285806885853302, 0.0627661139082019, -9.140884123332721e-05]","[-0.04927098831294423, 0.006914687916709446, 0.05848879205246989]","[-0.04927098831294423, 0.006914687916709447, 0.058488792052469894]","[0.0, 0.0, 8.673617379884035e-19]","[0.0015678587254248505, 0.07125392427084079, 0.055415820958628154]","[0.0015678587254248516, 0.07125392427084078, 0.055415820958628154]","[[-0.98525265 -0.0350377   0.16748009 -0.00523974]
 [ 0.01999867 -0.99568168 -0.09065349  0.07593851]
 [ 0.16993315 -0.08596721  0.98169871 -0.04854257]
 [ 0.          0.          0.          1.        ]]",Vase1M,normal,[-1.48221304 -0.02068214 -1.40356621],"[-0.05249469111232145, 0.011560320959609564, 0.00740191513310532, 0.04722829510787116, 0.011710321914362498, 0.026322155549355533, 0.04722816897461527, 0.011710321914879085, -0.02594997588795382, -0.0805673499299205, 0.03381361082515, 0.013419848116279538, 0.07545058710599317, 0.03396361307945136, 0.03159395476912653, 0.07545057926029275, 0.03396361307948349, -0.03122114182437511]","[0.0547774138417379, 0.06094649568623961, 0.052842472244926074, -0.04025674637653212, 0.0556765582055506, 0.08810446494139278, -0.04913939008736572, 0.06017025208663091, 0.03678895967227568, 0.08390375767802435, 0.039255559191139926, 0.05203131935241231, -0.06672194465752791, 0.03207731793484367, 0.09598911705243005, -0.07739630419720624, 0.03747735700411305, 0.034323616271855456]","[0.054777413841737906, 0.0609464956862396, 0.052842472244926074, -0.04025674637653213, 0.05567655820555059, 0.08810446494139279, -0.04913939008736572, 0.06017025208663091, 0.03678895967227568, 0.08390375767802435, 0.03925555919113992, 0.0520313193524123, -0.0667219446575279, 0.032077317934843676, 0.09598911705243005, -0.07739630419720624, 0.03747735700411306, 0.03432361627185546]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
"[-0.00916597147785551, 0.023557075260573115, 0.01535903457916167]","[0.007710313632064598, 0.04797805111852536, 0.05155154939524196]","[0.007710313632064597, 0.04797805111852536, 0.051551549395241966]","[-8.673617379884035e-19, 0.0, 0.0]","[-9.179952165252678e-05, 0.07497486560655678, 0.04232388398060635]","[-9.179952165252693e-05, 0.07497486560655676, 0.04232388398060636]","[[-0.99241159  0.08354855  0.09021575 -0.01017343]
 [-0.10082837 -0.97288124 -0.20817235  0.08174305]
 [ 0.07037671 -0.21568896  0.97392268 -0.02504248]
 [ 0.          0.          0.          1.        ]]",Vase1M,normal,[-1.36909963  0.10133124 -1.50084205],"[-0.0411359430298622, 0.01378320300015664, 0.007043538963726618, 0.05858704319033039, 0.013933203954909552, 0.02596377937997684, 0.0585869170570745, 0.01393320395542616, -0.026308352057332517, -0.06920860184746128, 0.03603649286569707, 0.013061471946900842, 0.08680933518845241, 0.03618649511999841, 0.031235578599747828, 0.08680932734275199, 0.03618649512003057, -0.0315795179937538]","[0.03983795020044446, 0.05660938389921215, 0.04260335458910824, -0.05781187682800212, 0.06071427484006841, 0.06999556388383288, -0.0614904924530139, 0.07198878598665912, 0.01908653805830685, 0.06587734147026389, 0.03131614391879744, 0.04129924036502117, -0.08769275760698762, 0.04028532800352148, 0.0730434640365046, -0.09211346985667329, 0.053833850226953854, 0.011866415980737476]","[0.03983795020044445, 0.056609383899212135, 0.042603354589108244, -0.057811876828002116, 0.060714274840068395, 0.06999556388383288, -0.06149049245301389, 0.07198878598665912, 0.019086538058306853, 0.06587734147026389, 0.03131614391879743, 0.041299240365021174, -0.08769275760698761, 0.04028532800352146, 0.07304346403650461, -0.09211346985667328, 0.05383385022695384, 0.011866415980737476]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
"[0.014624898589475873, 0.027616616626275937, 0.016714060794250016]","[-0.013120067248990779, 0.0434389715413867, 0.051521848178442256]","[-0.013120067248990777, 0.04343897154138669, 0.05152184817844224]","[0.0, 0.0, 0.0]","[0.0022345722959166685, 0.07381680587301534, 0.041655378362184386]","[0.002234572295916669, 0.07381680587301534, 0.04165537836218438]","[[-0.99953312  0.01517254 -0.02652046  0.00221826]
 [-0.00899988 -0.97568384 -0.21899782  0.08116441]
 [-0.02919834 -0.21865689  0.97536487 -0.02442339]
 [ 0.          0.          0.          1.        ]]",Vase1M,normal,[-1.35532258  0.00954013 -1.60479436],"[-0.04868648788107061, 0.011992115397407924, 0.007222716062091275, 0.051036498339121994, 0.01214211635216085, 0.026142956478341507, 0.0510363722058661, 0.012142116352677437, -0.026129174958967865, -0.07675914669866966, 0.03424540526294837, 0.013240649045265503, 0.079258790337244, 0.034395407517249704, 0.03141475569811249, 0.07925878249154358, 0.03439540751728188, -0.03140034089538915]","[0.050579510559065635, 0.05979829843373981, 0.04736510293691361, -0.04965070664933126, 0.05702795477564173, 0.06314169105797052, -0.0481243211229235, 0.06845761460038946, 0.012157293949339561, 0.078263072273373, 0.03634432709925628, 0.04910586132635874, -0.07821402694156429, 0.03459126674005345, 0.0626617283551895, -0.07637992256910413, 0.048326220341556314, 0.0013940903170988855]","[0.050579510559065635, 0.05979829843373981, 0.0473651029369136, -0.04965070664933126, 0.05702795477564171, 0.06314169105797052, -0.048124321122923495, 0.06845761460038947, 0.012157293949339558, 0.07826307227337298, 0.036344327099256266, 0.04910586132635873, -0.07821402694156429, 0.03459126674005345, 0.06266172835518949, -0.07637992256910411, 0.0483262203415563, 0.0013940903170988825]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
"[0.018738256807622956, 0.0550037337968149, 0.02561906591559495]","[-0.015097067248990778, 0.014255971541386706, 0.051521848178442256]","[-0.01509706724899078, 0.014255971541386699, 0.05152184817844226]","[0.0, 0.0, 0.0]","[0.00041462736499458305, 0.0743746868203052, 0.03818029873388023]","[0.0004146273649945832, 0.0743746868203052, 0.03818029873388023]","[[-0.99144595 -0.02756578  0.12757369 -0.00240952]
 [-0.00499998 -0.96870299 -0.24817235  0.08152435]
 [ 0.13042208 -0.24668734  0.96027883 -0.01837052]
 [ 0.          0.          0.          1.        ]]",Vase1M,normal,[-1.32506683  0.00591468 -1.44951561],"[-0.05092941284885405, 0.011700590647645455, 0.007243486773578904, 0.04879357337133857, 0.01185059160239841, 0.02616372718982912, 0.048793447238082675, 0.01185059160291499, -0.02610840424748025, -0.07900207166645311, 0.03395388051318588, 0.013261419756753125, 0.07701586536946059, 0.0341038827674873, 0.03143552640960009, 0.07701585752376014, 0.03410388276751943, -0.03137957018390155]","[0.05179459561463673, 0.0626573221554055, 0.035735049616239044, -0.044608488614591435, 0.05509569019707091, 0.06658855916680549, -0.05142580358710134, 0.06799056661920413, 0.01639272165373314, 0.08030072498699915, 0.04038979055379874, 0.03240995940744113, -0.0720130728374516, 0.031460404889077816, 0.06972872672618705, -0.0802055405143232, 0.04695609405794547, 0.009408718017664342]","[0.05179459561463673, 0.06265732215540548, 0.03573504961623905, -0.04460848861459143, 0.055095690197070904, 0.06658855916680549, -0.051425803587101325, 0.06799056661920412, 0.016392721653733146, 0.08030072498699915, 0.040389790553798745, 0.03240995940744113, -0.0720130728374516, 0.0314604048890778, 0.06972872672618705, -0.08020554051432317, 0.046956094057945465, 0.009408718017664347]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
"[-0.05021667601225196, 0.05252304580164574, 0.014916511916751182]","[0.044996922050161495, 0.015175593931242614, 0.05148569618554567]","[0.0449969220501615, 0.015175593931242605, 0.05148569618554565]","[0.0, 0.0, 0.0]","[0.0014344025767136573, 0.07479835160269621, 0.04439197483914114]","[0.0014344025767136575, 0.07479835160269621, 0.04439197483914113]","[[-0.99217895  0.11038522 -0.05827545 -0.00424649]
 [-0.09684796 -0.9753017  -0.19851215  0.08190222]
 [-0.07874896 -0.19131571  0.9783644  -0.02900847]
 [ 0.          0.          0.          1.        ]]",Vase1M,normal,[-1.37566575  0.09724724 -1.65656925],"[-0.0400897281558313, 0.014138476127644711, 0.0077552208655018075, 0.0596332580643613, 0.014288477082397708, 0.02667546128175203, 0.05963313193110542, 0.014288477082914308, -0.02559667015555732, -0.06816238697343037, 0.036391765993185124, 0.013773153848676035, 0.08785555006248331, 0.036541768247486596, 0.03194726050152301, 0.08785554221678288, 0.03654176824751875, -0.030867836091978608]","[0.039230588970538965, 0.055100062762494094, 0.051508994745276745, -0.061216935553530125, 0.062341971048089855, 0.06417870507098729, -0.057100434610011824, 0.07234243725178308, 0.013037519899874398, 0.06445459854742285, 0.029146259622677306, 0.054615124775389684, -0.0917888342029555, 0.04274504428216398, 0.06327423029562619, -0.08684220311894306, 0.05476255844586907, 0.001818176449850923]","[0.03923058897053896, 0.0551000627624941, 0.05150899474527673, -0.06121693555353013, 0.06234197104808986, 0.06417870507098727, -0.05710043461001183, 0.07234243725178308, 0.013037519899874398, 0.06445459854742285, 0.02914625962267732, 0.05461512477538968, -0.0917888342029555, 0.042745044282163996, 0.06327423029562618, -0.08684220311894307, 0.05476255844586907, 0.0018181764498509181]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
"[0.02127952709414166, 0.07595233028150389, 0.029152183317544184]","[-0.032551067248990775, 0.00021797154138670838, 0.051521848178442256]","[-0.032551067248990775, 0.00021797154138669672, 0.051521848178442256]","[0.0, 0.0, 0.0]","[-0.0008593101364998482, 0.07714773759536434, 0.03932069385912412]","[-0.0008593101364998494, 0.07714773759536434, 0.03932069385912412]","[[-0.9857943   0.14337098  0.08748924 -0.01534799]
 [-0.16030535 -0.95858897 -0.23539196  0.08307099]
 [ 0.05011784 -0.24607304  0.96795468 -0.0190336 ]
 [ 0.          0.          0.          1.        ]]",Vase1M,normal,[-1.3311318   0.16142315 -1.52626208],"[-0.03572078180301226, 0.01590359599843217, 0.007192971963925009, 0.06400220441718033, 0.016053596953185166, 0.026113212380175235, 0.06400207828392444, 0.016053596953701774, -0.026158919057134133, -0.06379344062061132, 0.03815688586397259, 0.013210904947099235, 0.09222449641530235, 0.03830688811827404, 0.03138501159994621, 0.09222448856960191, 0.038306888118306216, -0.03143008499355542]","[0.03216509748520687, 0.05501140583171658, 0.03941440222934422, -0.06521705790388291, 0.06450923782243687, 0.06641771642629199, -0.06783670001116784, 0.0773719820241492, 0.015820651176948624, 0.05657324874560528, 0.028173991845798368, 0.037545187710618315, -0.09634154291095823, 0.04592648829800265, 0.06875148022658262, -0.09948969229216731, 0.06138358894497328, 0.00794931287118308]","[0.03216509748520688, 0.05501140583171659, 0.039414402229344225, -0.06521705790388291, 0.06450923782243685, 0.06641771642629199, -0.06783670001116786, 0.07737198202414919, 0.01582065117694862, 0.05657324874560528, 0.02817399184579837, 0.037545187710618315, -0.09634154291095824, 0.04592648829800265, 0.06875148022658262, -0.0994896922921673, 0.06138358894497328, 0.007949312871183077]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
"[-0.013680641527933579, 0.035931504791493034, 0.008897940315926518]","[0.011231932751009222, 0.0358229715413867, 0.051521848178442256]","[0.011231932751009225, 0.03582297154138671, 0.05152184817844226]","[0.0, 0.0, -3.469446951953614e-18]","[0.0010637190626184758, 0.07381551047111054, 0.048269042140059365]","[0.001063719062618476, 0.07381551047111054, 0.04826904214005937]","[[-0.9956174   0.09237353 -0.01459844 -0.00505489]
 [-0.08888255 -0.98319327 -0.15947064  0.08036695]
 [-0.02908395 -0.15747419  0.98709473 -0.03599114]
 [ 0.          0.          0.          1.        ]]",Vase1M,normal,[-1.4143566   0.08994476 -1.60832648],"[-0.041283758488639556, 0.013736037282176733, 0.00743498599145081, 0.05843922773155305, 0.01388603823692966, 0.02635522640770104, 0.058439101598297155, 0.013886038237446247, -0.025916905029608313, -0.06935641730623862, 0.03598932714771717, 0.013452918974625035, 0.08666151972967509, 0.036139329402018534, 0.031627025627472036, 0.08666151188397463, 0.03613932940205067, -0.031188070966029595]","[0.04072941469278074, 0.05532598591039327, 0.05402026145014453, -0.05912013385885402, 0.061410821092170116, 0.07121661028392906, -0.05759972801702868, 0.06964232125840818, 0.01961906677549622, 0.06652608792264358, 0.029905861180140783, 0.056821602073693835, -0.08934999302760072, 0.041308355497083234, 0.07245962756263152, -0.0875230738422227, 0.05120011154113937, 0.010455177006998209]","[0.04072941469278075, 0.05532598591039327, 0.05402026145014454, -0.05912013385885402, 0.06141082109217012, 0.07121661028392906, -0.05759972801702867, 0.06964232125840818, 0.01961906677549622, 0.06652608792264358, 0.029905861180140783, 0.05682160207369384, -0.08934999302760073, 0.04130835549708324, 0.07245962756263154, -0.08752307384222269, 0.051200111541139376, 0.010455177006998209]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
"[0.03796947693838192, 0.034254233248657215, 0.026691043548277647]","[-0.036576067248990776, 0.0354629715413867, 0.051521848178442256]","[-0.03657606724899078, 0.035462971541386695, 0.051521848178442256]","[-2.168404344971009e-19, 0.0, 0.0]","[0.002512941289578987, 0.0750923283380867, 0.036388805805037894]","[0.0025129412895789865, 0.07509232833808668, 0.036388805805037894]","[[-0.99922714  0.0133727  -0.03696347  0.00285187]
 [-0.003      -0.96355385 -0.26749762  0.08209696]
 [-0.03919346 -0.26718     0.96284927 -0.01487528]
 [ 0.          0.          0.          1.        ]]",Vase1M,normal,[-1.30940296  0.00300374 -1.61030603],"[-0.0490598234568454, 0.011936173966655986, 0.007218154474594642, 0.05066316276334721, 0.01208617492140894, 0.02613839489084488, 0.05066303663009132, 0.012086174921925555, -0.02613373654646449, -0.07713248227444444, 0.03418946383219642, 0.013236087457768862, 0.07888545476146924, 0.03433946608649784, 0.031410194110615866, 0.07888544691576878, 0.03433946608652998, -0.03140490248288576]","[0.051216135383708464, 0.061006573195321455, 0.041959323526564195, -0.049171778319315865, 0.05714049499137716, 0.05645043114616962, -0.04712292683130113, 0.07110656116557772, 0.006120252046417089, 0.07896447454932354, 0.037581051537153624, 0.04283864651145962, -0.07764563817804364, 0.03466713956972119, 0.05453048292902384, -0.0751836896515112, 0.05145007671308218, -0.0059509868807096225]","[0.051216135383708464, 0.06100657319532145, 0.041959323526564195, -0.049171778319315865, 0.05714049499137715, 0.05645043114616963, -0.047122926831301135, 0.0711065611655777, 0.006120252046417088, 0.07896447454932352, 0.03758105153715362, 0.04283864651145962, -0.07764563817804364, 0.03466713956972117, 0.05453048292902384, -0.0751836896515112, 0.05145007671308218, -0.005950986880709615]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
"[-0.02336658440204854, 0.05760401520237707, 0.019976509355199637]","[0.026140932751009222, 0.012976971541386707, 0.051521848178442256]","[0.02614093275100922, 0.012976971541386703, 0.05152184817844227]","[-4.336808689942018e-19, 0.0, 0.0]","[0.0038243836401738738, 0.07355229380074499, 0.04172987549513217]","[0.0038243836401738725, 0.07355229380074499, 0.04172987549513218]","[[-9.91218595e-01 -8.05555754e-04 -1.32231042e-01  9.36803557e-03]
 [ 2.99955002e-02 -9.75284315e-01 -2.18908141e-01  8.07546937e-02]
 [-1.28786519e-01 -2.20952157e-01  9.66744111e-01 -2.35980444e-02]
 [ 0.00000000e+00  0.00000000e+00  0.00000000e+00  1.00000000e+00]]",Vase1M,normal,[-1.35526488 -0.03772202 -1.70656063],"[-0.05132624170326331, 0.011660176044460749, 0.007071119944675769, 0.048396744516929296, 0.01181017699921371, 0.025991360360926006, 0.04839661838367342, 0.011810176999730304, -0.026280771076383356, -0.07939890052086238, 0.03391346591000118, 0.013089052927849985, 0.07661903651505131, 0.034063468164302585, 0.03126315958069698, 0.07661902866935087, 0.034063468164334726, -0.031551937012804655]","[0.05413899670783419, 0.06065927393937878, 0.05280025402288157, -0.047140454099183354, 0.056252180011826615, 0.057871974215331586, -0.04040838324480461, 0.06780182028529108, 0.007338215631782236, 0.0818576080545316, 0.03764892819169204, 0.05745870590110405, -0.07512635278307682, 0.033361344139338264, 0.05436516537641364, -0.0670366073991237, 0.047240475206451124, -0.006360958330733297]","[0.054138996707834196, 0.06065927393937877, 0.052800254022881576, -0.04714045409918336, 0.0562521800118266, 0.0578719742153316, -0.04040838324480462, 0.06780182028529105, 0.00733821563178224, 0.08185760805453161, 0.03764892819169203, 0.057458705901104065, -0.07512635278307682, 0.03336134413933826, 0.05436516537641366, -0.0670366073991237, 0.04724047520645111, -0.006360958330733298]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
"[0.02884436377600577, 0.04158966968023878, 0.007310522215933816]","[-0.023828526872078114, 0.027908382383594253, 0.05177366539294396]","[-0.023828526872078107, 0.027908382383594256, 0.051773665392943966]","[0.0, 0.0, 3.469446951953614e-18]","[0.0018114081343953625, 0.07199784597905676, 0.048051486790056795]","[0.0018114081343953612, 0.07199784597905677, 0.048051486790056795]","[[-0.99147236 -0.06826796  0.11100473  0.00137716]
 [ 0.04997917 -0.98586648 -0.15990422  0.07857337]
 [ 0.12035217 -0.15299269  0.98087134 -0.03633519]
 [ 0.          0.          0.          1.        ]]",Vase1M,normal,[-1.41866333 -0.05360744 -1.45854805],"[-0.05555272529231136, 0.011432914629440391, 0.007490599804848249, 0.04417026092788125, 0.01158291558419336, 0.026410840221098495, 0.044170134794625365, 0.011582915584709974, -0.025861291216210877, -0.08362538410991044, 0.0336862044949808, 0.013508532788022477, 0.07239255292600326, 0.03383620674928226, 0.03168263944086948, 0.07239254508030284, 0.033836206749314396, -0.031132457152632156]","[0.05836331722349284, 0.06337298258217393, 0.04740401514817616, -0.03822467814324762, 0.05352255875582672, 0.07700807365108613, -0.04451561765397861, 0.061519821523130264, 0.025735823911892112, 0.0880330547132277, 0.04242997321678563, 0.046632240355544, -0.0644596270532372, 0.02885055992942829, 0.08175344296437405, -0.07201955260169592, 0.03846081125331196, 0.02013991396915615]","[0.05836331722349283, 0.06337298258217394, 0.047404015148176167, -0.03822467814324762, 0.05352255875582674, 0.07700807365108614, -0.044515617653978594, 0.061519821523130264, 0.025735823911892115, 0.08803305471322771, 0.042429973216785655, 0.04663224035554401, -0.06445962705323718, 0.028850559929428303, 0.08175344296437403, -0.07201955260169593, 0.03846081125331198, 0.020139913969156154]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
"[-0.019357704605907498, 0.04136346714846948, 0.03196638305771829]","[0.023158932751009224, 0.0272329715413867, 0.051521848178442256]","[0.023158932751009227, 0.0272329715413867, 0.051521848178442256]","[0.0, 0.0, 0.0]","[0.0001706129986793186, 0.07526008534011694, 0.035016083031884526]","[0.00017061299867931793, 0.07526008534011694, 0.035016083031884526]","[[-0.99141819 -0.0275696   0.12778842 -0.00223061]
 [-0.00899988 -0.96079615 -0.27710965  0.08201443]
 [ 0.13041843 -0.27588163  0.95230266 -0.01260529]
 [ 0.          0.          0.          1.        ]]",Vase1M,normal,[-1.29440572  0.00922359 -1.44033235],"[-0.0507371425987055, 0.011721403580872945, 0.007232103113302987, 0.0489858436214871, 0.011871404535625935, 0.026152343529553215, 0.048985717488231176, 0.011871404536142521, -0.026119787907756143, -0.07880980141630459, 0.03397469344641337, 0.01325003609647721, 0.07720813561960911, 0.03412469570071483, 0.0314241427493242, 0.07720812777390863, 0.034124695700746964, -0.03139095384417742]","[0.05131004760394535, 0.0634018040483305, 0.0321715005516052, -0.04509093733874599, 0.05528861443158055, 0.06289117233841827, -0.0519080614257388, 0.06970953877799352, 0.013112266311941245, 0.07972636476699166, 0.041134643517477455, 0.028148431934064105, -0.07258376827039963, 0.03167526817113513, 0.06535140120315422, -0.08077600655733529, 0.049004799678266514, 0.00553241651063033]","[0.05131004760394535, 0.0634018040483305, 0.0321715005516052, -0.04509093733874599, 0.05528861443158055, 0.06289117233841827, -0.0519080614257388, 0.06970953877799352, 0.01311226631194124, 0.07972636476699166, 0.04113464351747745, 0.028148431934064105, -0.07258376827039963, 0.03167526817113513, 0.06535140120315422, -0.08077600655733527, 0.04900479967826651, 0.005532416510630328]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
"[0.0044128841510131765, 0.042145600275240266, 0.022695911543974098]","[0.004090932751009224, 0.0271529715413867, 0.051521848178442256]","[0.004090932751009224, 0.027152971541386704, 0.05152184817844226]","[0.0, 0.0, 0.0]","[0.0033804199131037575, 0.07368841751668792, 0.03948951634751749]","[0.003380419913103757, 0.07368841751668792, 0.03948951634751749]","[[-0.99374117 -0.11154703 -0.00597897  0.01181509]
 [ 0.1097783  -0.96527885 -0.23703473  0.08011916]
 [ 0.02066915 -0.23620753  0.97148278 -0.0210275 ]
 [ 0.          0.          0.          1.        ]]",Vase1M,normal,[-1.33769316 -0.11355098 -1.55151239],"[-0.060555764421559063, 0.011640148050751066, 0.007205609770383774, 0.03916722179863353, 0.011790149005504034, 0.026125850186634013, 0.03916709566537765, 0.011790149006020642, -0.026146281250675363, -0.08862842323915816, 0.033893437916291486, 0.013223542753557993, 0.06738951379675555, 0.03404344017059294, 0.031397649406405, 0.0673895059510551, 0.034043440170625085, -0.031417447187096645]","[0.06498394551650245, 0.06750522541132017, 0.04409258403171819, -0.033707359331939565, 0.05176752608479696, 0.06184147542210353, -0.03478765429929949, 0.0641146111352031, 0.011060000664503293, 0.09544821619268745, 0.047734536065201436, 0.04483194542269411, -0.05920112069616808, 0.02589354309622478, 0.061519394485210155, -0.060499447295835646, 0.04073094269606266, 0.0004956099319203683]","[0.06498394551650244, 0.06750522541132017, 0.04409258403171819, -0.033707359331939565, 0.05176752608479697, 0.061841475422103546, -0.03478765429929949, 0.0641146111352031, 0.011060000664503293, 0.09544821619268742, 0.04773453606520144, 0.04483194542269411, -0.059201120696168064, 0.025893543096224776, 0.06151939448521016, -0.06049944729583565, 0.04073094269606267, 0.0004956099319203718]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
"[-0.02010336593449992, 0.03660642663753624, -0.01884917511541891]","[0.015516755073765124, 0.0339616445460589, 0.05172353061767057]","[0.015516755073765124, 0.03396164454605891, 0.05172353061767057]","[0.0, 0.0, -4.7704895589362195e-18]","[0.0001817415606362848, 0.0736071338991322, 0.06882732347495722]","[0.00018174156063628565, 0.0736071338991322, 0.06882732347495722]","[[-0.98979377  0.13857153 -0.03325993 -0.00773077]
 [-0.13954311 -0.98979377  0.02891383  0.07089118]
 [-0.02891383  0.03325993  0.99902841 -0.07120336]
 [ 0.          0.          0.          1.        ]]",Vase1M,normal,[-1.60050768  0.14042316 -1.6000866 ],"[-0.0368644660442744, 0.015392519121098687, 0.007335367894453599, 0.0628585201759182, 0.01554252007585162, 0.026255608310703844, 0.06285839404266233, 0.015542520076368208, -0.026016523126605517, -0.06493712486187347, 0.03764580898663911, 0.013353300877627828, 0.0910808121740402, 0.037795811240940516, 0.03152740753047481, 0.0910808043283398, 0.03779581124097264, -0.03128768906302681]","[0.034309946756575116, 0.053507322819554115, 0.07782673059092843, -0.06496323213429785, 0.06780690503355179, 0.09341614622377736, -0.06345171955388262, 0.06606832029931001, 0.04119480597042536, 0.05881679469850731, 0.027791239950715935, 0.08541593912364932, -0.09615520244899382, 0.04986688178698427, 0.09838758003293195, -0.0943389694037226, 0.047777655197182654, 0.035633514110214794]","[0.034309946756575116, 0.053507322819554115, 0.07782673059092843, -0.06496323213429786, 0.0678069050335518, 0.09341614622377738, -0.06345171955388262, 0.06606832029931001, 0.04119480597042536, 0.058816794698507334, 0.027791239950715953, 0.08541593912364934, -0.09615520244899381, 0.049866881786984285, 0.09838758003293195, -0.09433896940372259, 0.047777655197182654, 0.035633514110214794]",None,0,0,gym_kinova_gripper/envs/kinova_description/obj_hand_coords/with_noise/shape_coords/normal/Vase1M.txt,0
