obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,position-dependent_success,difficulty
"[-0.036853600442316274, 0.010127906837548186, 0.05259972270486953]","[0.03684350327977862, 0.059882232504133756, -0.012694343042127344]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.043881855397737805, 0.0023560196784273937, 0.05259972270486953]","[0.043871760935199476, 0.06765411719903654, -0.012693750869902902]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03171843637887883, -0.002758099871255483, 0.05259972270486953]","[0.03170834901602194, 0.07276823512719492, -0.012679992305736312]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.04309785644227278, 0.007822428527458063, 0.05259972270486953]","[0.04308775876186765, 0.0621877100832301, -0.012697479596591536]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.02719941659314242, 0.02325826155199838, 0.05259972270486953]","[0.027189314165205477, 0.046751881952901045, -0.012697111206523153]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.029522003842930224, -0.007745823862095258, 0.05259972270486953]","[0.02951192033938866, 0.0777559575365862, -0.012674271371259292]",[-1.57  0.   -1.57],CubeM,normal,TRUE,FALSE,med
"[-0.03246472948984907, -0.0031991542752572116, 0.05259972270486953]","[0.03245464217005497, 0.07320928939135234, -0.012680235375583182]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03882054472852264, 0.014341350960611806, 0.05259972270486953]","[0.038810444270431996, 0.055668789717019135, -0.0126992646494365]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.030185735000417754, 0.003938602535609785, 0.05259972270486954]","[0.030175643876910057, 0.0660715348436408, -0.012684104535998626]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03629020741470112, 0.01772269166970352, 0.05259972270486953]","[0.03628010561466923, 0.052287450080042916, -0.012699942325317322]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03046102540123779, 0.015852663687230734, 0.05259972270486953]","[0.03045092663530644, 0.05415747746958936, -0.012693811239218178]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.042091873970908286, 0.01177523781613585, 0.05259972270486953]","[0.0420817741028486, 0.0582349020478623, -0.012699826232500022]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.037940098148942426, -0.004778202225630839, 0.05259972270486953]","[0.037930010094414754, 0.07478833684106012, -0.012683338120235813]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.05393836769000849, -0.002424846281635791, 0.05259972270486954]","[0.053928273070590574, 0.07243498164323932, -0.012697952009200734]",[-1.57  0.   -1.57],CubeM,normal,FALSE,FALSE,hard
"[-0.037089563836472134, 0.010458011150103077, 0.05259972270486953]","[0.03707946638978689, 0.059552128296244435, -0.012694793816878934]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03039456408876241, -0.00036911174690363387, 0.05259972270486953]","[0.030384475630719353, 0.07037924776031515, -0.012680840485321943]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.04340101834451932, 0.0041974587047426785, 0.05259972270486954]","[0.04339092286671591, 0.06581267875658295, -0.012694834353131804]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.029709924305248537, 0.019669220321343876, 0.05259972270486953]","[0.029699823357250597, 0.050340922045584824, -0.012696252342380109]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03563107086608409, 0.00764094452247722, 0.05259972270486953]","[0.03562097566824455, 0.062369194030668144, -0.012691389075278985]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.039008075377711844, 0.01578976062183056, 0.05259972270486953]","[0.038997973941672155, 0.05422038051504498, -0.012700567392037133]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.049857674685010546, 0.007169715832834276, 0.05259972270486954]","[0.04984757527519102, 0.06284042257089947, -0.012702342848029563]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03496406366422957, -0.007310885743676267, 0.05259972270486953]","[0.034953978159374066, 0.07732101955607223, -0.012678951381587797]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.030444118827025284, 0.016644279664260027, 0.05259972270486953]","[0.0304340195644621, 0.053365861743556293, -0.012694428160808822]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.044851303051383296, 0.0037998728123961145, 0.05259972270486953]","[0.04484120736586439, 0.06621026452286768, -0.012695672645416553]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.035451973277719706, -0.004524940189244779, 0.05259972270486953]","[0.03544188585149458, 0.07453507488497539, -0.012681558439201662]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03781342729089191, 0.018198635438415278, 0.052606750784337346]","[0.037803330302727936, 0.05181150086559036, -0.012694506237595663]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.039508274398673736, 0.00576458909012763, 0.05259972270486953]","[0.03949817916136134, 0.06424554886808516, -0.012692982404539086]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.05395124720432395, -0.004872435984569149, 0.05259972270486953]","[0.05394115413292765, 0.0748825705701199, -0.012696013185062643]",[-1.57  0.   -1.57],CubeM,normal,FALSE,FALSE,hard
"[-0.043028648380725364, -0.0044767164865916345, 0.05259972270486953]","[0.04301855852159737, 0.07448685119761245, -0.01268763034977507]",[-1.57  0.   -1.57],CubeM,normal,FALSE,TRUE,med
"[-0.028976726630475416, -0.0023038022182662924, 0.05259972270486954]","[0.028966639848840806, 0.07231393761824906, -0.012678170778271566]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.04527648350345777, 0.008693666165904574, 0.05259972270486953]","[0.045266384579796, 0.061316472721025306, -0.012699908285095996]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.04362723332432932, 0.0103724120761475, 0.05259972270486953]","[0.04361713385903868, 0.05963772734305926, -0.012699931772910669]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.050834697907784825, 0.0063082653811316145, 0.05259972270486953]","[0.05082459873445928, 0.06370187274946361, -0.012702434881931715]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.04707618651195686, 0.002200617779363872, 0.05259972270486953]","[0.04706609113514379, 0.06780951904882707, -0.012696170850448194]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.048564935451515745, 0.007283998660638705, 0.05259972270486953]","[0.048554836379111795, 0.06272613977933049, -0.012701404411687428]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.028762541475542025, 0.016820564045337653, 0.05259972270486954]","[0.028752442634365175, 0.05318957741837283, -0.012693229455764492]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.041496419303010894, 0.011589286874050666, 0.05259972270486953]","[0.04148631974166916, 0.058420852930988365, -0.012699203978387827]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03201536228797098, 0.015016743688011362, 0.05259972270486953]","[0.032005263559296046, 0.054993397203765115, -0.012694383333986209]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.028229696279496244, 0.01766485364002459, 0.05259972270486954]","[0.02821959707187302, 0.05234528809138325, -0.012693477467044863]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.02745174042370343, 0.0034783060059201958, 0.05259972270486953]","[0.02744165045894908, 0.06653183122738501, -0.012681560836784966]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.0380124453534727, -0.004469681197639321, 0.05259972270486953]","[0.03800235708036167, 0.07447981591089081, -0.01268364141570474]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.031090890126319187, 0.01841093642103287, 0.05259972270486954]","[0.03108078953838436, 0.05159920554693406, -0.012696350037588231]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.032907689168760315, 0.016433956746629078, 0.05259972270486953]","[0.032897589258450786, 0.053576184594500545, -0.012696222481971631]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.04093577305162983, -0.009273151429025801, 0.05259972270486953]","[0.04092568689767915, 0.07928328461924979, -0.012682144209198373]",[-1.57  0.   -1.57],CubeM,normal,FALSE,FALSE,hard
"[-0.040777565940608766, 0.009959626985541755, 0.05259972270486953]","[0.040767467640618914, 0.060050512302784, -0.012697333794967089]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.04189432227728863, 0.0025595865049776447, 0.05259972270486953]","[0.04188422831584468, 0.06745055043703085, -0.012692330249840624]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03604398660243199, 0.005670547720268754, 0.05259972270486953]","[0.03603389252317002, 0.0643395902081265, -0.012690148812002283]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.04901866387983031, -0.003182320215569984, 0.05259972270486953]","[0.04900857130063552, 0.07319245533700265, -0.01269343112111278]",[-1.57  0.   -1.57],CubeM,normal,FALSE,FALSE,hard
"[-0.040018524106843055, 0.017277022090143656, 0.05261063760917946]","[0.04000843009912296, 0.052733110826465285, -0.012691641487619117]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.031757064510272486, 0.004317523524953007, 0.05259972270486953]","[0.031746972648258695, 0.06569261397444136, -0.012685657572468092]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.050695508755466384, 0.010752403096812753, 0.052603862458842555]","[0.05068541010468016, 0.059257733146280404, -0.012701723274991094]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.053462613595081566, -0.007661588960486639, 0.05259972270486954]","[0.05345252244731839, 0.07767172266168577, -0.012693402996757024]",[-1.57  0.   -1.57],CubeM,normal,FALSE,FALSE,hard
"[-0.04413226906819958, -0.003413033856611462, 0.05259972270486953]","[0.04412217818462891, 0.07342316890489217, -0.01268935623102845]",[-1.57  0.   -1.57],CubeM,normal,FALSE,TRUE,med
"[-0.029354829547018905, -0.0038966590709367806, 0.05259972270486953]","[0.02934474365558814, 0.07390679396587534, -0.012677203437667447]",[-1.57  0.   -1.57],CubeM,normal,TRUE,FALSE,med
"[-0.032607452352627415, 0.01665377124635628, 0.05259972270486953]","[0.03259735239812108, 0.05335637016446952, -0.012696158439477438]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.033722275014184316, 0.002579530256151473, 0.05259972270486953]","[0.033712183631189344, 0.06743060669218055, -0.012685838512060375]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.029659712019989654, -0.00814970320135423, 0.05259972270486954]","[0.029649628728899733, 0.0781598367477879, -0.012674059412155174]",[-1.57  0.   -1.57],CubeM,normal,TRUE,FALSE,med
"[-0.04070166852696106, 0.0015737736597695876, 0.05259972270486953]","[0.040691575568809285, 0.06843636296966904, -0.012690595478951065]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.02758252290040385, -0.007352620450943811, 0.05259972270486953]","[0.02757243976246542, 0.07736275425010704, -0.012673040029059572]",[-1.57  0.   -1.57],CubeM,normal,TRUE,FALSE,med
"[-0.048832967226748146, -0.0069098115534545704, 0.05259972270486953]","[0.048822877070169156, 0.0769199454930184, -0.012690314945932606]",[-1.57  0.   -1.57],CubeM,normal,FALSE,FALSE,hard
"[-0.04912111511015419, 0.01054948233535481, 0.05260213417382244]","[0.0491110157109584, 0.05946065521967815, -0.012702036236031002]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.033466023566191376, 0.017804495855281696, 0.05259972270486953]","[0.03345592260974328, 0.05220564592040224, -0.012697758495120105]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.04825461628326615, -0.0006394437169585299, 0.05259972270486953]","[0.04824452233379641, 0.07064957964465639, -0.012694847649439253]",[-1.57  0.   -1.57],CubeM,normal,FALSE,TRUE,med
"[-0.04476585853643374, 0.0028915473936341916, 0.05259972270486953]","[0.044755763454008626, 0.06711858965362853, -0.012694881280103359]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.04778443399370604, -0.0003962203461866065, 0.05259972270486953]","[0.047774340039079384, 0.07040635635100284, -0.012694666915928571]",[-1.57  0.   -1.57],CubeM,normal,FALSE,TRUE,med
"[-0.027524111195579598, 0.014925163690035879, 0.05259972270486953]","[0.0275140139490116, 0.0550849771727035, -0.012690733903201294]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.035182398933278576, 0.00025104082136155327, 0.05259972270486953]","[0.0351723085639043, 0.0697590953886806, -0.012685147009993467]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03647635787324565, 0.01078456700383564, 0.05259972270486953]","[0.0364662604139076, 0.05922557254605233, -0.012694565549657658]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.046593805430345234, -0.00668384968832426, 0.05259972270486953]","[0.04658371584044257, 0.0766939836995334, -0.012688711780996235]",[-1.57  0.   -1.57],CubeM,normal,FALSE,FALSE,hard
"[-0.02861104157744811, -0.006243075494967849, 0.05259972270486953]","[0.028600957409796495, 0.07625320964593246, -0.012674742625959644]",[-1.57  0.   -1.57],CubeM,normal,TRUE,FALSE,med
"[-0.040216032024211375, 0.013373084356588495, 0.05259972270486953]","[0.040205931737669065, 0.05663705601403593, -0.012699604856929128]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03999160179087558, 0.0019655322915146755, 0.05259972270486953]","[0.03998150880943502, 0.06804460446213814, -0.012690342001606422]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03202827622243596, -0.0010773971160311343, 0.05259972270486953]","[0.032018187695544216, 0.07108753290486791, -0.012681577427552214]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.031820972042247805, 0.0008444712128579068, 0.05259972270486953]","[0.03181088236235928, 0.06916566518534213, -0.012682942780295837]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.031025377282797, 0.013013870368490678, 0.05259972270486954]","[0.031015280138109332, 0.05699626988823843, -0.012692000041466513]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.04105687378596827, 0.01486584078553526, 0.05259972270486953]","[0.04104677228621087, 0.055144300058394706, -0.012701463163123598]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03790386822347515, -0.005869618868296637, 0.05259972270486953]","[0.037893780872541666, 0.07587975313767245, -0.012682440145428913]",[-1.57  0.   -1.57],CubeM,normal,TRUE,FALSE,med
"[-0.04563800861115584, -0.0007281326693352161, 0.05259972270486953]","[0.04562791554756998, 0.07073826856891262, -0.01269269334949911]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.0355878199190917, 0.019723796765660318, 0.05260428206882801]","[0.03557772070353343, 0.05028634198782954, -0.0126964171672597]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.052313700618506875, 0.005831828010485473, 0.05259972270486953]","[0.05230360127836285, 0.06417830996904664, -0.012703233251611568]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.04103432890741638, -0.008935120351453931, 0.05259972270486953]","[0.04102424250785902, 0.07894525364885681, -0.012682491874949615]",[-1.57  0.   -1.57],CubeM,normal,FALSE,FALSE,hard
"[-0.042126803448369644, 0.012757656704109588, 0.05259972270486953]","[0.04211670294624752, 0.057252483471382315, -0.012700636373929488]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.02769114261121534, -0.004752912136373817, 0.05259972270486953]","[0.02768105779026783, 0.07476304675982179, -0.01267519674235121]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.05084170795515467, -0.008855509512029583, 0.05259972270486954]","[0.05083161839550552, 0.07886564283467452, -0.012690365149065404]",[-1.57  0.   -1.57],CubeM,normal,FALSE,FALSE,hard
"[-0.03904850454074183, -0.0015165206624407597, 0.05259972270486953]","[0.03903841406642332, 0.07152665631204544, -0.012686818137179083]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.04897126628738464, -0.00037038606243086923, 0.05259972270486953]","[0.0489611719400688, 0.07038052207543834, -0.012695632594708873]",[-1.57  0.   -1.57],CubeM,normal,FALSE,FALSE,hard
"[-0.028465764871942665, -0.004991712326490446, 0.05259972270486953]","[0.028455679956818948, 0.07500184687422248, -0.012675623431838532]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03783499121255012, 0.0009525220967465724, 0.05259972270486953]","[0.037824899557288585, 0.06905761433571296, -0.012687817948177688]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03200090463156346, -0.0016720657636819488, 0.05259972270486953]","[0.0319908164904513, 0.07168220136396823, -0.012681082080445273]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03914415006545136, 0.014253416669530559, 0.05259972270486953]","[0.03913404956051809, 0.05575672398021921, -0.012699452320607457]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03724278945362049, 0.014869009137803845, 0.05259972270486953]","[0.037232689161178646, 0.055141131707130704, -0.012698428428935501]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.032472367128595844, 0.0018676067964587236, 0.05259972270486953]","[0.03246227659336332, 0.06814252992614504, -0.012684276253537928]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.02701442227236169, 0.006971770383848287, 0.05259972270486953]","[0.027004330230934674, 0.06303836795712327, -0.012683994526775039]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.05008455600941574, 0.009600911982662134, 0.05259972270486953]","[0.05007445498594981, 0.06040922719192651, -0.012704459545507647]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.029264295384256633, 0.009224241816903558, 0.05259972270486953]","[0.029254201201092733, 0.06078589723825498, -0.01268757986342838]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.03594507683289728, -0.0063282204936424575, 0.05259972270486953]","[0.03593499039385009, 0.0763383546176103, -0.012680515110915787]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.051282040513336374, -0.005557050133675678, 0.05259972270486953]","[0.05127194872239919, 0.07556718450215709, -0.01269334244811752]",[-1.57  0.   -1.57],CubeM,normal,FALSE,FALSE,hard
"[-0.04458955755130672, -0.004289892723783426, 0.05259972270486953]","[0.0445794670787924, 0.0743000274940401, -0.012689022116145985]",[-1.57  0.   -1.57],CubeM,normal,FALSE,TRUE,med
"[-0.03469479260686401, 0.004513647594815337, 0.05259972270486953]","[0.03468469968902079, 0.06549648996676373, -0.012688153142606209]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
"[-0.038453683538156674, 0.015629624513406347, 0.05259972270486953]","[0.0384435823794451, 0.054380516572695124, -0.012699998394387025]",[-1.57  0.   -1.57],CubeM,normal,TRUE,TRUE,easy
