obj_coords,local_obj_coords,hov,shape,hand_orientation,naive_success,position-dependent_success,difficulty
"[-0.05269696457746848, 0.0023579645773617857, 0.047953334346567206]","[0.04335788213888873, 0.06924699908398756, -0.02507302022123927]","[-1.57969473, 0.03568804, -1.43617069]",CubeS,normal,TRUE,TRUE,easy
"[0.026992035422531587, 0.013405964577361882, 0.04795333434656732]","[-0.030778735938466435, 0.05661847014792154, 0.008802475598909613]","[-1.42765926, 0.02607436, -1.49658441]",CubeS,normal,TRUE,TRUE,easy
"[-0.021048964577468424, 0.03232696457736167, 0.04795333434656681]","[-0.013498300605664003, 0.03939221029997918, 0.007384702132647004]","[-1.40411589, 0.23121773, -1.56420118]",CubeS,normal,TRUE,TRUE,easy
"[-0.019871964577468412, 0.013440964577361884, 0.04795333434656731]","[0.024215041756144685, 0.056305434333139004, 0.014047336527775983]","[-1.37269481, -0.01995375, -1.50216973]",CubeS,normal,TRUE,TRUE,easy
"[-0.011555964577468445, 0.03381796457736175, 0.04795333434656706]","[-0.010001728328482333, 0.037165456599158785, -0.0070290649768077265]","[-1.51134968, 0.13654819, -1.38789919]",CubeS,normal,TRUE,TRUE,easy
"[-0.04388596457746838, 0.026998964577361916, 0.047953334346567185]","[0.03057633889309068, 0.04685456975506537, 0.010070368243765296]","[-1.42369952, 0.07790665, -1.72776764]",CubeS,normal,TRUE,TRUE,easy
"[0.013202035422531512, 0.01770196457736179, 0.047953334346567206]","[-0.02157595710359752, 0.05081696913255238, 0.022174595776513574]","[-1.33718086, 0.06122576, -1.50025232]",CubeS,normal,TRUE,TRUE,easy
"[-0.014471370465251763, 0.02477035249908042, 0.04791827218441542]","[0.009540334519756773, 0.04653271254452969, 0.004215062813679386]","[-1.43540533, 0.03001834, -1.63126687]",CubeS,normal,TRUE,TRUE,easy
"[-0.030040964577468573, 0.011379964577361793, 0.04795333434656724]","[0.027170808527530538, 0.059934904579750384, -0.0048412199423854135]","[-1.4715079, 0.01443349, -1.41788636]",CubeS,normal,TRUE,TRUE,easy
"[-0.0043671628806855, 0.02588229173135768, 0.04789145207742159]","[-0.0051700015126014635, 0.04467707410891721, 0.011232239021060166]","[-1.38563663, 0.06256982, -1.5578446]",CubeS,normal,TRUE,TRUE,easy
"[-0.02128929820554538, 0.02249684494978369, 0.04792031878397033]","[0.012907645689395564, 0.04848632385509813, -0.016777817436279117]","[-1.54681139, 0.03255282, -1.35948293]",CubeS,normal,TRUE,TRUE,easy
"[-0.02805296457746857, 0.007469964577361799, 0.047953334346567254]","[0.016057055377443934, 0.06470370997195825, 0.008874276397755641]","[-1.40453254, 0.07839208, -1.40883241]",CubeS,normal,TRUE,TRUE,easy
"[-0.012323964577468408, 0.006433964577361822, 0.04795333434656713]","[0.011514682575509232, 0.06438389405632944, 0.006253357226160487]","[-1.4289587, 0.00813818, -1.4806774]",CubeS,normal,TRUE,TRUE,easy
"[-0.03744096457746836, 0.01083196457736165, 0.04795333434656679]","[0.027990139584346093, 0.06069368818994157, 0.0201060458030108]","[-1.32800939, 0.07341829, -1.43402964]",CubeS,normal,TRUE,TRUE,easy
"[0.004267035422531509, 0.032095964577361795, 0.047953334346567206]","[-0.002452911091931757, 0.03712729652454117, -0.02336106317305843]","[-1.61063877, -0.0479102, -1.34744966]",CubeS,normal,FALSE,TRUE,med
"[-0.012179964577468566, 0.032339964577361796, 0.04795333434656725]","[-0.011925505784608997, 0.0378852303702256, -0.015619369086886464]","[-1.55736459, 0.16401142, -1.58389537]",CubeS,normal,TRUE,TRUE,easy
"[0.017106035422531567, 0.013497964577361663, 0.04795333434656681]","[-0.0401293204412925, 0.052396034986540795, -0.0183601702538779]","[-1.58104609, 0.13760169, -1.55096499]",CubeS,normal,TRUE,FALSE,med
"[0.03807203542253156, 0.01707496457736174, 0.04795333434656706]","[-0.045257451871742, 0.05199872749378512, 0.0025707064352812337]","[-1.4848713, 0.04376361, -1.43897608]",CubeS,normal,TRUE,TRUE,easy
"[-0.03407596457746835, 0.006453964577361648, 0.04795333434656677]","[0.0162746605819444, 0.0668043133600563, -0.007691171266115529]","[-1.50164068, 0.09623201, -1.43475103]",CubeS,normal,TRUE,TRUE,easy
"[0.0015390271131702487, 0.023448782721687687, 0.04790429285550131]","[-0.025589464065322837, 0.04532344009251328, 0.0060465106416408565]","[-1.4417749, 0.1569945, -1.44515401]",CubeS,normal,TRUE,TRUE,easy
"[0.03292648369902419, 0.016157715238334716, 0.04791844585510115]","[-0.043626119947534577, 0.05216356098931213, 0.00581321646033621]","[-1.4310993, 0.06569516, -1.56368095]",CubeS,normal,TRUE,FALSE,med
"[-0.008053964577468486, 0.032186964577361796, 0.047953334346567206]","[-0.004040210559435566, 0.03895306205297748, -0.003822032491900669]","[-1.48116518, 0.07896423, -1.48728839]",CubeS,normal,TRUE,TRUE,easy
"[-0.012954340330864084, 0.02821865326155974, 0.04784835809126015]","[0.005954412106062721, 0.04267743166410448, -0.012946007946814657]","[-1.54051675, 0.04593951, -1.57120224]",CubeS,normal,TRUE,TRUE,easy
"[0.04879863335495224, 0.011968080703908266, 0.04790658310971921]","[-0.04837994965985021, 0.058925052699016524, 0.006764554359405331]","[-1.46852123, 0.000303792192, -1.42683016]",CubeS,normal,TRUE,TRUE,easy
"[-0.03585074866472603, 0.01957188111358988, 0.047917075582498726]","[0.03135746143451197, 0.052185238024859186, -0.006385008586087607]","[-1.49140412, 0.02594968, -1.51746814]",CubeS,normal,TRUE,TRUE,easy
"[0.010194917646924859, 0.017631813484533965, 0.04788429546872957]","[-0.022308761599384743, 0.05175387089980933, 0.010590970125778795]","[-1.40585003, 0.07784568, -1.51729272]",CubeS,normal,TRUE,TRUE,easy
"[-0.06314796457746849, 0.007754964577361787, 0.04795333434656721]","[0.040323714391930984, 0.06947204292991611, -0.011143951931254198]","[-1.5230788, 0.12663089, -1.52315156]",CubeS,normal,TRUE,TRUE,easy
"[-0.008335964577468564, 0.025682964577361796, 0.04795333434656724]","[-0.02738084266004439, 0.04276624527651822, -0.01001926288864674]","[-1.53596517, 0.22582731, -1.49506583]",CubeS,normal,TRUE,TRUE,easy
"[-0.038132964577468446, 0.0031879645773617397, 0.04795333434656705]","[-0.00229339232932025, 0.0716499287473224, -0.004364485983702246]","[-1.49860242, 0.22055002, -1.4273244]",CubeS,normal,TRUE,TRUE,easy
"[-0.012185964577468561, 0.01899496457736179, 0.04795333434656723]","[-0.005735949437779619, 0.05126262313075453, -0.018356758199269116]","[-1.58186206, 0.07831562, -1.290394]",CubeS,normal,TRUE,TRUE,easy
"[-0.0553159645774684, 0.014065964577361825, 0.04795333434656713]","[0.0317017866357841, 0.06280238433400684, -0.005716544741463138]","[-1.50058561, 0.13891601, -1.57225882]",CubeS,normal,TRUE,TRUE,easy
"[-0.02376803851792494, 0.028958042764720825, 0.047917759103448636]","[0.01893576778979454, 0.04141341886931696, -0.019990861205417418]","[-1.58609742, 0.03060088, -1.56031066]",CubeS,normal,TRUE,TRUE,easy
"[-0.06568396457746849, 0.007894964577361737, 0.04795333434656706]","[0.049061722612744135, 0.06834265403948954, 0.00507520317676767]","[-1.43942312, 0.09467935, -1.56725974]",CubeS,normal,TRUE,TRUE,easy
"[-0.000847964577468429, 0.013355964577361662, 0.04795333434656681]","[0.020891148989161404, 0.056083805289108675, -0.007420865373456292]","[-1.50320978, -0.12248331, -1.51068912]",CubeS,normal,TRUE,TRUE,easy
"[-0.000874964577468269, 0.010408964577361743, 0.04795333434656689]","[-0.016782322221498523, 0.05932996113943105, 0.010582481870034868]","[-1.42520374, 0.1135613, -1.38726738]",CubeS,normal,TRUE,TRUE,easy
"[0.013682035422531512, 0.017346964577361797, 0.047953334346567206]","[-0.0322714218126743, 0.05095079797022229, 0.0009950552051073702]","[-1.48906358, 0.11293378, -1.41235585]",CubeS,normal,TRUE,FALSE,med
"[0.012738035422531513, 0.001264964577361786, 0.04795333434656719]","[-0.04334008173890808, 0.06407094424605368, -0.015290528458235426]","[-1.57514395, 0.16661321, -1.50223877]",CubeS,normal,TRUE,FALSE,med
"[0.02070503542253164, 0.0023149645773616486, 0.04795333434656677]","[-0.03782077209755303, 0.06364725263952957, -0.02685660619109486]","[-1.62963702, 0.09352433, -1.54385844]",CubeS,normal,TRUE,FALSE,med
"[0.018278035422531428, 0.02544496457736179, 0.04795333434656725]","[-0.02227226680340303, 0.0445657329780127, -0.011794575712192251]","[-1.5477297, 0.01783395, -1.4746939]",CubeS,normal,TRUE,TRUE,easy
"[-0.04927396457746848, 0.008691964577361787, 0.047953334346567206]","[0.04260258357827699, 0.06377869208553082, -0.008046041105185898]","[-1.47349189, 0.03424366, -1.400772]",CubeS,normal,TRUE,TRUE,easy
"[-0.04719696457746842, 0.010331964577361824, 0.04795333434656713]","[0.02250949833415033, 0.06508248673960552, -0.01259472801404709]","[-1.54195596, 0.1426425, -1.56866841]",CubeS,normal,TRUE,TRUE,easy
"[-0.04982396457746848, 0.003061964577361786, 0.04795333434656722]","[0.04541802886618389, 0.06896737710049888, -0.001327612722366471]","[-1.45556752, 0.02515157, -1.47522942]",CubeS,normal,TRUE,TRUE,easy
"[0.02155603542253155, 0.019806964577361863, 0.04795333434656706]","[-0.01201463036465924, 0.05195333048801055, 0.007591100349787737]","[-1.4177181, -0.05754087, -1.53724165]",CubeS,normal,TRUE,TRUE,easy
"[-0.00021696457746842778, 0.03758196457736166, 0.04795333434656681]","[-0.0022739189129029587, 0.032377407035649966, -0.017630464777674312]","[-1.57310357, 0.00302739, -1.45457024]",CubeS,normal,FALSE,FALSE,hard
"[-0.008846964577468353, 0.00875096457736165, 0.047953334346566776]","[0.026884143380337202, 0.0602528673837336, -0.00030172862640941156]","[-1.45687197, -0.10478356, -1.48012875]",CubeS,normal,TRUE,TRUE,easy
"[-0.06694496457746849, 0.007475964577361741, 0.04795333434656706]","[0.02129631281265839, 0.07169564699367442, -0.03291984427892043]","[-1.63290919, 0.22368983, -1.37406237]",CubeS,normal,TRUE,TRUE,easy
"[-0.057348964577468436, 0.011727964577361739, 0.04795333434656706]","[0.03547347819958083, 0.06504751862840258, -0.002960802639646723]","[-1.48983401, 0.12739742, -1.59393372]",CubeS,normal,TRUE,TRUE,easy
"[0.019277035422531428, 0.040235964577361796, 0.04795333434656725]","[-0.007499477827005812, 0.031813736149926275, -0.006526707151849498]","[-1.49484817, -0.08502329, -1.53488548]",CubeS,normal,TRUE,TRUE,easy
"[0.0020640354225317328, 0.012507964577361747, 0.0479533343465669]","[-0.03643259494995382, 0.05301742593382905, 0.021452579839907535]","[-1.37129602, 0.22307405, -1.42911034]",CubeS,normal,TRUE,FALSE,med
"[-0.016301964577468367, 0.009450964577361831, 0.047953334346567164]","[0.006263709612602135, 0.06186851003959598, 0.008893529881789354]","[-1.41693659, 0.05852819, -1.57029747]",CubeS,normal,TRUE,TRUE,easy
"[-0.03186696457746848, 0.02076296457736179, 0.0479533343465672]","[-0.003349489237143434, 0.053286519941203626, -0.0016175139368778124]","[-1.47063593, 0.2173853, -1.62413685]",CubeS,normal,TRUE,TRUE,easy
"[-0.018285222966028254, 0.02007072180480869, 0.04790204634135302]","[0.012570089691571106, 0.05133349837942381, 0.005603296440018758]","[-1.42038094, 0.03877003, -1.48458458]",CubeS,normal,TRUE,TRUE,easy
"[0.023636035422531572, 0.0018419645773616602, 0.04795333434656681]","[-0.03152083961571321, 0.06762214720478607, -0.007755217008806964]","[-1.52664811, 0.04142789, -1.5128769]",CubeS,normal,TRUE,TRUE,easy
"[-0.008711964577468487, 0.0038729645773617843, 0.0479533343465672]","[-0.015469861180400299, 0.06633139352781478, -0.008303019185034052]","[-1.53057204, 0.12952453, -1.43295672]",CubeS,normal,TRUE,TRUE,easy
"[-0.013751964577468564, 0.032614964577361794, 0.047953334346567233]","[-0.0010968935153512285, 0.03858286233784687, 0.011738022951219479]","[-1.37501544, 0.10831545, -1.46554178]",CubeS,normal,TRUE,TRUE,easy
"[-0.06404096457746837, 0.012543964577361653, 0.04795333434656677]","[0.022140695622814927, 0.06823230088057355, 0.013790997282927254]","[-1.36521011, 0.25515912, -1.41267044]",CubeS,normal,TRUE,TRUE,easy
"[-0.02253396457746843, 0.004044964577361664, 0.04795333434656681]","[-0.013378252225978302, 0.06695271763147606, -0.016765985887993766]","[-1.573701, 0.19360327, -1.47594348]",CubeS,normal,TRUE,TRUE,easy
"[0.003426035422531573, 0.02358496457736166, 0.0479533343465668]","[-0.0014140690201306459, 0.046601119235175764, 0.015996156741570563]","[-1.36212139, 0.00854821, -1.35771389]",CubeS,normal,TRUE,TRUE,easy
"[-0.051968964577468316, 0.014701964577361733, 0.04795333434656685]","[0.009902089966496275, 0.06321810541194134, 0.01503451056914042]","[-1.36383924, 0.26858325, -1.34152014]",CubeS,normal,TRUE,TRUE,easy
"[-0.03208596457746848, 0.009464964577361781, 0.047953334346567206]","[0.026958398248898365, 0.06203762258162228, -0.009612218901314508]","[-1.49163011, 0.02173874, -1.36517565]",CubeS,normal,TRUE,TRUE,easy
"[-0.04861096457746835, 0.006611964577361652, 0.047953334346566776]","[0.02808424535529046, 0.06870774618996224, -0.0023747551083291296]","[-1.45205085, 0.11666121, -1.37205262]",CubeS,normal,TRUE,TRUE,easy
"[-0.030896964577468433, 0.031999964577361664, 0.04795333434656682]","[0.009365745424383103, 0.040705077586433255, -0.019059943597476786]","[-1.57195102, 0.12731068, -1.43508454]",CubeS,normal,TRUE,TRUE,easy
"[-0.026940964577468432, 0.02088996457736166, 0.04795333434656681]","[0.012022020743351989, 0.05181064105420694, -0.004358043810396409]","[-1.47810807, 0.08960841, -1.43139074]",CubeS,normal,TRUE,TRUE,easy
"[-0.06569296457746848, 0.005735964577361787, 0.047953334346567206]","[0.06318695836554472, 0.06605447949776212, -0.00036649756434341957]","[-1.47631939, 0.01430426, -1.57970535]",CubeS,normal,FALSE,FALSE,hard
"[0.0053280354225314335, 0.007716964577361795, 0.04795333434656725]","[-0.003155890278867061, 0.061639997483963274, -0.02332316484907749]","[-1.60603994, -0.02421106, -1.48617009]",CubeS,normal,TRUE,TRUE,easy
"[0.0430965009784908, 0.012040606359103525, 0.04791914362041438]","[-0.0382125707836604, 0.0598889473363721, -0.007126826475613045]","[-1.5118723, -0.0293384, -1.55946392]",CubeS,normal,TRUE,TRUE,easy
"[0.008991035422531511, 0.027831964577361788, 0.04795333434656721]","[-0.02828321819861613, 0.04074076592020342, -0.004197251826741265]","[-1.50174641, 0.12333537, -1.47417284]",CubeS,normal,TRUE,TRUE,easy
"[-0.02705017464551718, 0.03518291655520754, 0.047861209132703426]","[0.0055576452706775775, 0.03550274730422439, -0.028449462154214032]","[-1.64763578, 0.15461117, -1.60087975]",CubeS,normal,TRUE,TRUE,easy
"[-0.07186296457746832, 0.005177964577361736, 0.047953334346566845]","[0.030311447811900934, 0.0771071914340987, -0.010175015223048152]","[-1.50973483, 0.22301708, -1.45951339]",CubeS,normal,TRUE,FALSE,med
"[-0.06241896457746842, 0.008299964577361827, 0.047953334346567136]","[0.030883314659696917, 0.07064114440078892, -0.009819025953963348]","[-1.51382604, 0.1747454, -1.50101665]",CubeS,normal,TRUE,TRUE,easy
"[-0.02125196457746857, 0.014497964577361792, 0.04795333434656725]","[-0.0071983293909261906, 0.0573691854468132, -0.00909371688094708]","[-1.52080836, 0.1697194, -1.56220724]",CubeS,normal,TRUE,TRUE,easy
"[-0.04716796457746836, 0.027254964577361648, 0.04795333434656677]","[0.015329561388831188, 0.05004552388454335, 0.003268593461284365]","[-1.43322485, 0.20283576, -1.54484235]",CubeS,normal,TRUE,TRUE,easy
"[0.008209035422531513, 0.01610296457736179, 0.047953334346567206]","[-0.018107732259395354, 0.05223595509649384, -0.024199535773875062]","[-1.63394042, 0.02314731, -1.33550428]",CubeS,normal,TRUE,TRUE,easy
"[-0.06330096457746849, 0.007935964577361738, 0.04795333434656706]","[0.038275539047766316, 0.0699513948235838, -0.008361169561315898]","[-1.45785718, 0.1368098, -1.30322654]",CubeS,normal,TRUE,FALSE,med
"[-0.016714964577468572, 0.019181964577361793, 0.04795333434656723]","[-0.026548162915723643, 0.050059027614809, 0.011068849319040078]","[-1.40725399, 0.27223499, -1.49290855]",CubeS,normal,TRUE,TRUE,easy
"[-0.01134596457746849, 0.03169796457736179, 0.0479533343465672]","[0.00328418413723483, 0.03933740065518067, 0.010684833420322767]","[-1.38109668, 0.0575206, -1.52257209]",CubeS,normal,TRUE,TRUE,easy
"[0.01750103542253148, 0.004233964577361753, 0.0479533343465671]","[-0.037360027220017814, 0.06323713892629677, 0.009873887493078527]","[-1.42115774, 0.1147956, -1.54618836]",CubeS,normal,TRUE,FALSE,med
"[0.03048292974348101, 0.0067368855010627084, 0.04791944548924862]","[-0.05048606670359965, 0.05771276241839282, 0.024051445453706303]","[-1.33211738, 0.11766755, -1.56933675]",CubeS,normal,TRUE,FALSE,med
